102,102
102,102
107,103.66666666666667
109,105
113,106.6
114,107.83333333333333
118,109.28571428571429
123,111
128,112.88888888888889
130,114.6
132,116.18181818181819
133,117.58333333333333
135,118.92307692307692
138,120.28571428571429
147,122.06666666666666
153,124
161,126.17647058823529
163,128.22222222222223
165,130.1578947368421
165,131.9
166,133.52380952380952
173,135.3181818181818
176,137.08695652173913
179,138.83333333333334
180,140.48
181,142.03846153846155
181,143.4814814814815
182,144.85714285714286
183,146.17241379310346
183,147.4
185,148.61290322580646
185,149.75
190,150.96969696969697
192,152.1764705882353
193,153.34285714285716
195,154.5
197,155.64864864864865
197,156.73684210526315
200,157.84615384615384
201,158.925
201,159.9512195121951
203,160.97619047619048
204,161.97674418604652
205,162.95454545454547
208,163.95555555555555
209,164.93478260869566
210,165.89361702127658
211,166.83333333333334
211,167.73469387755102
214,168.66
214,169.54901960784315
215,170.42307692307693
215,171.26415094339623
217,172.11111111111111
218,172.94545454545454
219,173.76785714285714
219,174.56140350877192
220,175.3448275862069
221,176.11864406779662
221,176.86666666666667
222,177.60655737704917
222,178.32258064516128
223,179.03174603174602
225,179.75
227,180.47692307692307
227,181.1818181818182
227,181.86567164179104
232,182.60294117647058
233,183.33333333333334
237,184.1
238,184.85915492957747
240,185.625
240,186.36986301369862
243,187.13513513513513
245,187.90666666666667
247,188.68421052631578
249,189.46753246753246
250,190.24358974358975
250,191
251,191.75
253,192.50617283950618
253,193.2439024390244
254,193.97590361445782
255,194.70238095238096
256,195.42352941176472
256,196.12790697674419
256,196.816091954023
259,197.52272727272728
260,198.22471910112358
260,198.9111111111111
261,199.5934065934066
262,200.27173913043478
263,200.94623655913978
264,201.61702127659575
264,202.2736842105263
264,202.91666666666666
265,203.55670103092783
267,204.20408163265307
268,204.84848484848484
269,205.49
270,206.12871287128712
271,206.76470588235293
274,207.41747572815535
276,208.07692307692307
278,208.74285714285713
281,209.4245283018868
281,210.09345794392524
281,210.75
282,211.40366972477065
282,212.04545454545453
282,212.67567567567568
283,213.30357142857142
283,213.9203539823009
283,214.52631578947367
284,215.1304347826087
285,215.73275862068965
285,216.32478632478632
285,216.90677966101694
286,217.48739495798318
291,218.1
297,218.7520661157025
297,219.39344262295083
303,220.0731707317073
304,220.75
304,221.416
304,222.07142857142858
305,222.7244094488189
305,223.3671875
305,224
305,224.62307692307692
305,225.23664122137404
306,225.84848484848484
306,226.45112781954887
307,227.05223880597015
307,227.64444444444445
308,228.23529411764707
308,228.8175182481752
309,229.3985507246377
309,229.97122302158274
311,230.55
311,231.12056737588654
312,231.69014084507043
